QID	Guest Tokens	Guest HLs	Host Tokens	Host HLs	Vote
CNN-301662-4	"['Well,', 'I', 'think', 'that', 'President-elect', 'Trump', 'has,', 'you', 'know,', 'showed', 'that', 'he', 'is', 'more', 'favorably', 'disposed', 'to', 'President', 'Putin.', 'I', 'think', 'that', 'under', 'the', 'Obama', 'administration,', 'there', 'was', 'a', 'certain', 'chill', 'between', 'the', 'president', 'and', 'Prime', 'Minister', 'Abe', 'not', 'only', 'over', 'history', 'issues,', 'but', 'also', 'on', ""Abe's"", 'attempt', 'at', 'diplomacy', 'with', 'Putin', 'because', 'they', 'have', 'disputed', 'territory', 'in', 'the', 'northern', 'islands', 'off', 'of', 'Hokkaido.', 'That', ""didn't"", 'work', 'out', 'too', 'well', 'for', 'Prime', 'Minister', 'Abe.', 'Putin', 'left', 'within', '24', 'hours', 'and', 'did', 'not', 'make', 'any', 'concessions', 'whatsoever.', 'I', 'think', 'the', 'real', 'concern', 'here,', 'though,', 'is', 'President-elect', 'Trump.', 'I', 'mean,', 'he', 'is', 'a', 'bit', 'of', 'a', 'wild', 'card.', 'People', ""don't"", 'really', 'know', 'what', 'to', 'expect.', 'And,', 'you', 'know,', ""he's"", 'pulled', 'the', 'rug', 'out', 'from', 'underneath', 'Prime', 'Minister', 'Abe', 'by', 'pulling', 'the', 'plug', 'on', 'TPP,', 'the', 'Transpacific', 'Partnership,', 'and', ""he's"", 'also', 'raised', 'questions', 'about', 'the', 'security', 'alliance', 'that', 'have', 'sowed', 'anxieties,', 'not', 'only', 'in', 'Japan', 'but', 'around', 'the', 'wider', 'region.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['You', 'talk', 'about', 'this', 'chill', 'under', 'the', 'Obama', 'administration', 'and', 'the', 'wild', 'card', 'of', 'the', 'incoming', 'Trump', 'administration.', 'But,', 'you', 'know,', 'how', 'do', 'you', 'square', 'the', 'circle', 'because', 'there', 'was', 'a', 'time', 'where', 'Japanese', 'leaders', 'were', 'concerned', 'about', 'the', 'United', 'States', 'not', 'fulfilling', 'its', 'security', 'obligations', 'with', 'that', 'nation.']	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 3]
NPR-17376-15	"['Actually,', 'the', 'opposite', 'is', 'true.', 'Electronic', 'voting', 'machines', 'allow', 'people', 'with', 'disabilities', 'to', 'vote', 'privately', 'and', 'independently', 'for', 'the', 'first', 'time.', 'The', ""letter-writer's"", 'friend', 'would', 'be', 'able', 'to', 'use', 'adaptive', 'switches', '-', 'like', 'a', 'sip-and-puff', 'switch,', 'the', 'kind', 'of', 'thing', 'you', 'saw', 'Christopher', 'Reeve', 'use', 'when', 'driving', 'his', 'wheelchair', '-', 'so', 'that', 'she', 'could', 'vote', 'privately', 'and', 'independently', 'and', 'get', 'around', 'her', 'dexterity', 'issues.']"	[0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['And', 'before', 'electronic', 'voting,', 'privacy', 'was', 'the', 'issue.', 'You', 'needed', 'some', 'help.']	[0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]	[3, 3]
NPR-35889-8	"['It', 'will', 'be', 'on', 'par', 'because', ""it'll"", 'raise', 'much', 'more', 'money', 'but', 'the', 'big', 'difference,', 'which,', 'I', 'think,', 'this', 'is', 'why', 'this', 'bill', 'is', 'so', 'terrific', 'is', 'theres', 'no', 'taxpayer', 'money', 'in', 'this.', 'As', 'you', 'mentioned', 'earlier,', 'its', 'a', 'small', '$10', 'charge', 'every', 'two', 'years', 'to', 'people', 'that', 'come', 'from', 'visa-waiver', 'countries,', 'and', 'theres', '35', 'of', 'them.', 'There', 'are', 'the', 'European', 'countries,', 'Australia', 'and', 'Japan.', 'Every', 'other', 'country', 'in', 'the', 'world', 'you', 'have', 'to', 'pay', '$131', 'per', 'person', 'to', 'get', 'a', 'visa.', 'So,', ""there's"", 'a', 'small', '$10', 'charge', 'and', 'then', 'the', 'travel', 'industry', 'must', 'match', 'that', 'dollar', 'for', 'dollar', 'to', 'unlock', 'it.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.5, 0.5, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.75, 0.75, 0.75, 0.75, 0.75, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]	['Roger', 'Dow,', 'isnt', 'it', 'little', 'bit', 'odd,', 'though,', 'to', 'extend', 'a', 'heartfelt', 'welcome', 'and', 'try', 'to', 'attract', 'tourists', 'from', 'overseas,', 'and', 'at', 'the', 'same', 'time', 'hit', 'them', 'with', 'this', '$10', 'fee?', 'If', 'you', 'look', 'at', 'the', 'papers', 'overseas,', 'theyre', 'not', 'exactly', 'happy', 'about', 'this.', 'They', 'say', 'its', 'essentially', 'a', 'tourism', 'tax.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 5]
CNN-303095-9	"['Well,', 'I', 'think', 'the', 'team', 'of', 'the', 'president', 'and', 'his', '--', 'president-elect', 'and', 'his', 'team', 'are', 'now', 'in', 'the', 'waiting', 'room,', 'if', 'you', 'will,', 'and', 'soon,', 'another', 'week', 'from', 'now,', ""they'll"", 'be', 'in', 'the', 'situation', 'room,', 'and', 'I', 'think', 'those', 'are', 'two', 'very', 'different', 'sets', 'of', 'circumstances.', 'And', ""they're"", 'going', 'to', 'have', 'to', 'come', 'to', 'the', 'grips', 'with', 'the', 'issue', 'of', 'developing', 'a', 'coordinated,', 'synchronized', 'policies', 'towards', 'each', 'and', 'every', 'one', 'of', 'these', 'issues.', 'Right', 'now,', 'you', 'can', 'see', 'some', 'divergences', 'between', 'them.', 'You', 'can', 'see', 'some', 'public', 'statements', 'by', 'the', 'cabinet', 'members-designate', 'to', 'the', 'effect', 'that', 'Russia', 'is', 'a', 'through', 'threat,', 'the', 'President-elect', 'Trump', 'kind', 'of', 'dismissing', 'that.', ""There's"", 'going', 'to', 'have', 'to', 'be', 'a', 'real', 'harmonization', 'of', 'those', 'points', 'of', 'view.', 'If', 'not,', 'then', 'I', 'think', 'there', 'could', 'be', 'some', 'discord', 'and', 'trouble', 'ahead.', 'I', 'recall', 'the', 'beginning', 'of', 'the', 'Reagan', 'administration,', 'there', 'were', 'quite', 'a', 'few', 'divergences,', 'and', 'it', 'took', 'them', 'a', 'number', 'of', 'years', 'to', 'sort', 'that', 'out.', 'The', 'sooner', 'the', 'president', 'and', 'his', 'team', 'can', 'develop', 'harmonized,', 'coordinated', 'policies', 'toward', 'these', 'issues,', 'the', 'better', 'it', 'is', 'for', 'them', 'and', 'for', 'the', 'country.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2222222222222222, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]	['Clarity', 'for', 'the', 'country.']	[1.0, 1.0, 1.0, 1.0]	[9, 15]
CNN-198991-5	"[""That's"", 'right.', 'Exactly.', 'I', 'think', ""it's"", 'got', 'to', 'be', 'reasonable', 'and', 'I', 'think', 'assault', 'weapons', 'are', 'things', 'that', ""I'm"", 'not', 'comfortable', 'having', 'in', 'places', 'around', 'my', 'family.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"[""Let's"", 'talk', 'about', 'Afghanistan.', 'This', 'idea', 'that', 'was', 'kind', 'of', 'floated', 'earlier', 'this', 'week', 'made', 'a', 'lot', 'of', 'headlines.', 'The', 'idea', 'that', 'there', 'will', 'be', 'no', 'U.S.', 'troops', 'in', 'Afghanistan', 'after', '2014.', 'It', 'came', 'out', 'of', 'the', 'White', 'House.', ""It's"", 'also', 'being', 'considered', 'anywhere', 'from', '6,000', 'to', '15,000.', 'Can', 'you', 'foresee', '--', 'from', 'a', 'military', 'standpoint,', 'not', 'from', 'a', 'political', 'standpoint,', 'but', 'from', 'a', 'military', 'standpoint,', 'where', 'there', 'would', 'be', 'no', 'U.S.', 'troops', 'after', '2014?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
CNN-320073-7	"['From', 'there,', 'we', 'never', 'got', 'anywhere.', 'We', 'stayed', 'at', 'the', 'staging', 'point', 'until', 'my', 'phone', 'was', 'dead.', ""Larry's"", 'was', 'wet.', 'We', 'finally', 'was', 'able', 'to', 'reach', 'my', 'son.', 'And', 'he', 'was', 'able', 'to', 'get', 'to', 'the', 'staging', 'area', 'about', '6:00', 'p.m.', 'And', 'pick', 'us', 'up.', 'They', 'were', 'having', 'the', 'National', 'Guard', 'come', 'and', 'take', 'people', 'from', 'the', 'staging', 'area,', 'but', 'they', 'were,', 'you', 'know,', 'they', 'were', 'obviously', 'taking', 'the', 'sick', 'and', 'the', 'children', 'first.', 'And', 'so', 'eventually,', 'we', 'got', 'picked', 'up', 'by', 'them.', 'We', 'never', 'made', 'it', 'to', 'a', 'shelter,', 'and', 'my', 'son', 'brought', 'us', 'to', 'his', 'home.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75]	"['OK.', 'So', ""you're"", 'with', 'your', 'son.', 'And', 'I', 'understand', '--', 'Sharon,', 'I', 'understand', 'your', 'brother', 'in', 'the', 'midst', 'of', 'all', 'of', 'this,', 'did', 'I', 'hear', 'correctly,', 'he', 'had', 'a', 'heart', 'attack', 'last', 'night?']"	[0, 0.5, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 5]
CNN-24667-5	"['Well,', ""he's"", 'a', 'gifted', 'speaker.', 'If', 'you', 'close', 'your', 'eyes', 'and', 'hear', 'him', 'talk,', 'he', 'sounds', 'every', 'bit', 'like', 'his', 'dad,', 'who', 'as', 'we', 'all', 'know,', 'is', 'a', 'very', 'gifted', 'orator.', 'He', 'has', 'a', 'well-known', 'name,', 'a', 'magical', 'name', 'in', 'New', 'York', 'politics.', 'He', 'has', 'an', 'ability', 'to', 'raise', 'money,', 'that', 'seems', 'to', 'be', 'apparent.', 'And', 'also', 'his', 'wife', 'is', 'Kerry', 'Kennedy', 'Cuomo.', ""She's"", 'a', 'daughter', 'of', 'the', 'late', 'Senator', 'Robert', 'F.', 'Kennedy.', 'She', 'brings', 'some', 'of', 'the', 'Kennedy', 'family', 'mystique', 'into', 'this', 'whole', 'equation.']"	[0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.5555555555555556, 0.5555555555555556, 0.5555555555555556, 0.6666666666666666, 1.0, 1.0, 1.0, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222, 0.2222222222222222]	['Yes,', 'and', 'Kennedy', 'mystique', 'could', 'be', 'particularly', 'important,', 'considering', 'that', 'he', 'is', 'a', 'facing', 'black', 'candidate.']	[0, 0.1111111111111111, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0, 0, 0, 0, 0, 0, 0, 0]	[9, 15]
CNN-319588-7	['That', 'was', 'temporary.']	[0, 0, 0]	['--', 'a', 'continuing', 'inability', 'to', 'do', 'the', 'job.']	[0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
NPR-11045-5	"['Well,', ""I'm"", 'not', 'so', 'sure', ""it's"", 'a', 'new', 'phase.', ""It's"", 'simply', 'more', 'of', 'the', 'phenomenon', 'itself.', 'I', 'mean,', 'it', 'looks', 'so', 'far', 'that,', 'you', 'know,', 'this', 'is', 'a', 'coordinated', 'network,', 'of', 'course.', 'And', ""there's"", 'been', 'arrests', 'made', 'in', 'the', 'last', 'hour.', 'So,', 'clearly,', ""we'll"", 'find', 'out', 'more', 'information', 'about', 'how', 'extensive', 'the', 'network', 'is.', '\nBut', 'the', 'fact', 'that,', 'again,', 'three', 'of', 'these', 'attacks', 'have', 'taken', 'place', 'and', 'two', 'that', 'follow', 'sort', 'of', 'the', 'modus', 'operandi', 'that', 'ISIS', 'promoted', 'about', 'using', 'knives', 'and', 'cars', 'and', 'trucks.', 'That', 'is', 'very', 'telling', 'because', 'that', 'indicates', 'anecdotally', 'that', 'the', 'propaganda', 'that', 'ISIS', 'uses', 'still', 'has', 'the', 'ability', 'to', 'reach', 'people', 'who', 'are', 'able', 'to', 'carry', 'those', 'attacks', 'out.', 'And', ""that's"", 'something', 'where', 'we', 'need', 'to', 'have', 'extra', 'focus.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0, 1.0, 1.0, 0.75, 0.75, 0.75, 0.75, 0.75, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Meaning', 'that', 'the', 'propaganda', 'from', 'the', 'Islamic', 'State', 'is', 'reaching', 'people', 'and', 'that', 'is,', 'as', 'many', 'counterterrorism', 'experts', 'say,', 'very', 'difficult', 'to', 'combat?']	[0.25, 0.25, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]	[4, 5]
NPR-15505-7	"['Well,', ""it's"", 'really', 'a', 'question', 'of', 'the', 'status', 'of', 'Washington.', 'Washington', 'is', 'not', 'like', 'any', 'other', 'city.', ""It's"", 'a', 'special', 'place.', 'It', 'was', 'created', 'for', 'the', 'purpose', 'of', 'being', 'the', 'capital.', 'And', 'the', 'problem', 'is', 'that', ""it's"", 'still', 'kind', 'of', 'a', 'colony.', ""It's"", 'still', 'more', 'or', 'less', 'run', 'by', 'Congress.', 'And', 'it', 'has', 'been', 'the', 'plaything', 'of', 'Congress.', 'Congress', 'uses', 'it', 'to', 'do', 'all', 'sorts', 'of', 'social', 'experiments', 'that', 'they', 'would', 'never', 'inflict', 'on', 'their', 'own', 'hometowns.', '\nFor', 'example,', 'charter', 'schools', 'and', 'vouchers', 'on', 'the', 'education', 'front,', 'or', 'forbidding', 'the', 'District', 'of', 'Columbia', 'having', 'a', 'needles', 'program', 'for', 'addicts,', 'which', 'many', 'other', 'cities', 'already', 'have', '-', 'these', 'are', 'the', 'kinds', 'of', 'things', 'that', 'particularly', 'conservative', 'congressmen', 'from', 'around', 'the', 'country', 'have', 'either', 'foisted', 'on', 'or', 'prevented', 'Washington', 'from', 'doing', 'more', 'or', 'less', 'to', 'make', 'some', 'big', 'public', 'show,', 'and', ""it's"", 'a', 'way', 'that', 'they', 'can', 'do', 'these', 'experiments', 'without', 'getting', 'any', 'grief', 'from', 'their', 'own', 'constituents.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['So,', 'even', 'if', 'President', 'Obama', 'wanted', 'to', 'do', 'something', 'to', 'improve', 'conditions', 'in', 'the', 'district,', ""it's"", 'going', 'to', 'come', 'with', 'some', 'political', 'baggage', 'because', 'Congress', 'holds', 'the', 'purse', 'strings.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]	[4, 5]
NPR-12399-3	"['Well,', 'what', 'Boeing', 'would', 'say', 'is', 'gosh,', 'this', 'stuff', 'is', 'complicated.', 'And', 'of', 'course,', 'it', 'is.', 'And', 'it', 'has', 'six', 'electrical', 'systems;', 'you', 'know,', 'hydraulic', ""power's"", 'now', 'been', 'switched', 'to', 'electrical', 'power;', 'and', ""it's"", 'got', 'computers', 'and', 'batteries,', 'and', 'so', 'on', 'and', 'so', 'forth.', 'So', 'what', 'Boeing', 'would', 'say', 'is,', ""we're"", 'still', 'working', 'out', 'the', 'little', 'glitches.', 'On', 'the', 'other', 'hand,', 'if', ""you're"", 'flying', 'one', 'of', 'these', 'things', 'and', 'these', 'glitches', 'cause', 'you', 'not', 'to', 'fly,', 'or', 'to', 'wait', 'for', 'four', 'hours', 'to', 'fly', '-', 'as', 'happened,', 'also,', 'this', 'week', '-', ""you're"", 'not', 'very', 'happy', 'about', 'it.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.75, 0.75, 1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]	"['Yeah.', 'I', 'mean,', 'if', 'you', 'look', 'at', 'your', 'ticket', 'and', 'see', ""it's"", 'Dreamliner,', 'this', 'past', 'week,', 'you', 'would', 'wonder,', 'oh,', 'am', 'I', 'ever', 'going', 'to', 'take', 'off?', 'Or,', 'when', 'we', 'get', 'in', 'the', 'air', '-', 'you', 'know,', 'are', 'we', 'going', 'to', 'be', 'losing', 'fuel?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.75, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 5]
NPR-16481-3	"['First', 'of', 'all,', ""it's"", 'a', 'voluntary', 'program.', 'But', 'for', 'lenders', 'who', 'agree', 'to', 'participate,', 'the', 'bill', 'requires', 'them', 'to', 'refinance', 'the', 'troubled', 'mortgage', 'at', 'just', '90', 'percent', 'of', 'the', 'current', 'value', 'of', 'the', 'house.', 'Now,', ""that's"", 'likely', 'to', 'represent', 'a', 'big', 'loss', 'since', 'housing', 'prices', 'have', 'fallen', '10', 'percent', 'or', 'more', 'in', 'most', 'areas.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0, 0, 0, 0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 1.0, 1.0, 1.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0, 0, 0]	"['So', ""what's"", 'the', 'incentive', 'for', 'the', 'lender', 'to', 'take', 'such', 'a', 'loss?']"	[0, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.6666666666666666, 1.0, 1.0, 1.0]	[6, 15]
